ID,cidade,pf1,sexo,idade1,idade,p3a,p3b,p3c,p3d,p3e,p3f,p3g,p3h,p3i,p3j,p3k,p3l,p3m,p3n,p4a,p4b,p4c,p4d,p4e,p4f,p4g,p4h,p4i,p4j,p4k,p4l,p4m,p4n,p57,religiao,RELIGIAO2,escola,p59,PESO
48877328,6,1,1,12,1,10,10,10,10,9,10,10,10,10,10,10,10,10,10,1,3,4,4,4,4,4,4,1,4,4,4,1,3,1,1,1,1,2,1.303136432
48877612,12,1,2,17,2,5,8,3,7,10,5,5,96,8,2,10,3,5,2,2,1,4,4,3,2,4,4,3,4,3,4,2,1,1,4,2,4,2,1.060668106
48878043,9,1,1,56,5,8,6,96,10,10,96,7,10,10,96,10,96,96,96,4,3,4,4,4,4,4,3,4,4,2,4,4,3,1,2,1,2,2,1.122019561
48878096,12,1,1,36,4,5,10,5,10,6,5,10,6,5,5,5,10,5,10,3,3,3,3,4,4,3,4,4,4,3,3,3,2,1,8,7,2,3,1.076546685
48878272,5,1,2,55,5,5,6,96,6,9,96,2,5,10,5,96,8,8,96,4,3,3,4,4,4,4,4,4,4,3,3,4,4,1,1,1,2,3,1.179622377
48878655,8,1,2,34,3,4,9,6,10,10,8,4,5,10,5,10,8,7,10,4,3,3,4,4,4,3,4,3,4,2,4,3,4,1,11,4,5,2,0.6138206921
48878704,6,1,2,15,1,6,5,96,5,7,10,10,3,10,6,96,3,10,5,3,1,3,4,3,3,3,4,3,3,3,4,1,1,1,1,1,4,2,0.4622357958
48878711,6,1,2,24,2,96,2,1,10,96,2,96,96,96,96,96,10,10,8,3,3,3,4,4,3,3,4,4,4,3,4,3,1,2,1,1,5,1,1.086111515
48878817,12,1,1,16,2,10,10,7,6,8,96,96,96,8,96,7,8,10,10,1,1,1,3,2,4,4,4,4,4,4,4,1,1,2,5,1,4,2,1.272313059
48879100,12,1,2,49,5,10,10,10,9,10,10,9,10,10,10,10,10,8,96,3,2,4,3,3,3,3,4,2,4,4,3,3,4,2,8,7,5,2,1.060668106
48879312,3,1,2,37,4,96,96,96,96,96,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,1.203473237
48879313,3,1,1,35,4,10,1,5,2,10,8,96,10,7,10,96,1,10,1,1,3,3,1,1,1,3,4,3,3,4,2,1,3,1,12,4,6,3,1.300140617
48879314,3,1,1,19,2,8,10,7,9,9,8,9,10,9,8,3,6,9,10,3,2,2,2,2,2,1,2,2,2,4,2,1,1,1,11,4,5,2,1.59530451
48879315,3,1,1,29,3,10,10,8,10,8,9,10,8,10,9,6,10,9,10,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,98,1.387678843
48879316,3,1,1,57,5,10,10,10,10,8,10,10,6,8,6,4,10,10,5,2,4,4,4,4,3,3,4,4,4,4,1,3,4,2,8,7,2,1,1.011662009
48879388,11,1,2,32,3,7,8,8,9,7,10,10,8,10,8,4,9,8,2,4,3,4,3,3,1,3,4,3,3,3,3,2,4,1,8,7,5,1,0.4808851904
48879469,5,1,1,42,4,7,9,7,4,10,5,10,10,10,8,2,6,4,1,1,2,2,2,1,2,2,4,1,4,4,2,2,4,2,8,7,7,5,0.9453688176
48879537,12,1,1,20,2,2,10,4,5,6,6,2,2,10,8,3,7,7,10,3,1,3,3,3,4,1,4,1,3,4,3,3,1,1,11,4,5,3,1.060668106
48879572,9,1,1,37,4,3,9,3,5,9,5,8,96,10,2,10,3,5,9,2,1,4,4,3,3,1,4,2,4,2,4,3,1,2,8,7,5,2,1.122019561
48879602,10,1,1,39,4,10,5,5,10,10,10,10,10,10,10,96,10,10,96,1,2,3,1,2,2,3,2,3,2,4,2,1,4,2,2,1,4,1,1.201963646
48879734,12,1,1,14,1,4,10,9,8,9,8,7,5,9,6,5,7,2,10,4,3,2,3,4,1,2,4,1,2,4,3,4,1,1,3,2,4,2,1.038056456
48879898,6,1,2,28,3,10,10,10,10,10,10,10,8,10,9,1,10,10,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,8,7,5,3,1.179165481
48880213,12,1,2,46,5,9,9,10,9,10,10,10,10,10,9,7,10,8,7,3,3,3,3,4,1,4,1,1,4,4,3,4,4,3,8,7,4,2,0.8491225514
48880548,12,1,2,69,6,8,7,7,9,9,10,5,10,10,9,96,10,9,96,3,2,3,3,1,1,3,1,1,1,4,2,1,4,2,9,3,7,3,0.6589378117
48880552,10,1,1,47,5,7,10,10,10,9,10,10,10,10,7,10,2,10,96,2,1,4,1,3,1,4,4,4,4,2,4,1,4,2,8,7,1,2,0.8388807872
48880557,5,1,2,30,3,7,7,8,8,8,10,9,7,8,9,9,9,8,8,2,2,3,3,3,3,3,4,3,3,3,3,2,1,1,8,7,7,2,2.021488975
48880585,6,1,1,25,3,8,5,96,7,7,96,96,3,5,96,96,5,9,96,3,3,2,3,3,3,3,4,3,4,3,4,1,3,1,11,4,5,2,0.4192049144
48880651,7,1,1,15,1,6,9,96,8,96,96,96,96,7,96,96,96,7,10,2,1,3,3,4,4,4,4,3,4,4,4,3,1,1,8,7,4,3,1.09492256
48881007,6,1,2,16,2,8,10,5,7,10,10,7,96,9,5,96,5,7,96,2,2,3,4,4,4,4,4,3,4,4,4,1,4,1,2,1,4,2,0.8303689752
48881328,12,1,1,21,2,6,10,7,96,7,6,96,96,9,5,96,96,7,10,3,2,3,4,4,3,4,4,2,4,3,4,1,1,1,3,2,4,2,1.084561078
48881355,12,1,2,28,3,8,10,10,9,10,9,9,96,8,6,5,4,6,96,3,2,2,4,4,4,1,4,3,4,4,2,3,2,2,8,7,4,1,1.060668106
48881574,5,1,2,26,3,8,10,6,10,6,7,4,7,10,6,10,10,10,3,3,1,3,1,1,2,3,4,1,3,2,2,1,2,1,7,6,7,3,2.021488975
48881615,10,1,1,15,1,8,10,10,10,5,6,10,4,9,7,7,8,5,10,1,2,3,4,4,4,4,3,4,4,3,4,3,1,1,11,4,4,2,1.201963646
48881629,10,1,2,53,5,5,6,96,96,8,96,96,96,96,96,96,96,10,96,4,3,4,4,4,4,4,4,4,4,4,4,1,4,2,3,2,5,2,1.866435589
48881664,9,1,2,44,4,7,8,2,8,5,6,6,7,2,8,96,10,8,96,3,1,4,2,3,3,3,3,3,2,4,1,1,4,4,2,1,5,3,1.122019561
48881689,12,1,2,36,4,8,8,10,8,8,8,10,5,10,7,96,8,10,96,1,2,1,1,2,1,1,3,1,3,4,2,1,1,2,5,1,2,3,1.056523821
48881906,7,1,1,24,2,5,7,96,4,2,5,96,96,7,96,96,5,8,8,3,2,3,3,4,4,3,4,3,4,4,3,2,1,2,7,6,6,3,1.03142269
48881981,9,1,1,29,3,6,9,10,8,8,8,5,3,8,3,10,4,5,96,3,1,3,3,2,2,3,4,1,4,2,2,3,3,2,11,4,5,1,1.122019561
48882144,9,1,1,21,2,10,10,5,10,10,10,10,5,10,10,5,10,10,3,1,1,2,1,1,1,3,4,1,4,1,2,1,1,1,11,4,5,1,1.280895677
48882154,7,1,2,15,1,7,9,7,8,7,10,6,4,10,3,6,5,6,9,2,1,4,3,4,3,4,3,2,4,2,3,1,1,1,8,7,4,3,0.350982062
48882168,12,1,1,57,5,10,8,5,10,8,8,5,10,8,5,96,3,8,96,1,2,3,3,3,3,3,3,3,4,4,2,1,3,2,7,6,8,3,1.009619394
48882515,10,1,2,62,6,4,2,6,96,1,9,8,96,7,10,3,5,2,96,3,3,3,4,4,4,3,4,2,4,4,4,2,4,1,11,4,3,2,1.201963646
48882538,5,1,2,16,2,10,10,7,10,10,10,10,7,10,7,6,10,10,10,1,1,3,3,1,2,3,4,2,4,4,2,1,1,1,11,4,4,1,2.001860362
48882572,5,1,2,43,4,96,96,96,10,96,96,96,96,96,10,96,10,96,96,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,1,1,3,99,0.8269777871
48882897,10,1,2,31,3,9,9,8,10,10,10,10,8,10,9,10,10,10,2,3,4,4,2,2,2,1,4,2,3,4,1,1,1,1,3,2,5,2,0.8388807872
48882909,11,1,1,65,6,8,8,10,7,8,8,10,8,8,6,5,8,10,5,2,2,2,2,2,1,1,4,2,4,4,2,1,4,2,8,7,8,2,0.5404742029
48883134,12,1,2,49,5,5,10,10,10,10,10,10,10,10,10,4,10,10,2,4,1,3,4,4,4,2,4,2,4,4,3,1,4,1,8,7,3,2,1.315126406
48883430,12,1,2,65,6,9,9,7,10,8,9,6,10,8,9,2,7,10,3,3,1,3,2,2,2,3,2,2,3,3,3,1,1,4,9,3,8,3,1.005323062
48883479,12,1,2,48,5,10,5,4,10,10,7,5,10,7,10,96,10,10,7,3,2,3,4,2,2,2,4,3,3,4,3,1,1,2,3,2,5,1,1.084561078
48884520,10,1,2,19,2,96,10,10,5,3,96,7,96,10,3,10,3,10,10,3,2,3,3,4,2,3,4,2,4,2,4,2,1,2,11,4,4,1,0.8388807872
48884725,5,1,2,36,4,8,2,7,3,8,8,10,96,10,5,1,9,5,1,3,3,3,3,4,3,3,4,2,4,3,3,3,4,1,8,7,5,2,0.9475634727
48885006,10,1,1,74,6,96,96,96,96,96,96,96,96,96,96,96,96,10,96,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,2,1,4,1.097186311
48885055,9,1,2,27,3,8,10,8,9,9,9,10,7,10,9,6,8,10,3,2,1,3,2,2,3,2,3,2,3,2,2,1,3,1,8,7,7,3,1.122019561
48885220,12,1,1,58,5,7,5,8,8,2,2,8,8,3,2,96,7,7,96,1,2,3,3,3,2,2,3,3,3,4,3,1,4,2,8,7,8,3,1.009619394
48885258,9,1,2,23,2,10,10,5,8,8,8,6,6,9,7,8,7,10,10,2,2,3,2,1,1,2,2,1,1,3,1,1,1,1,8,7,6,2,1.280895677
48885515,9,1,1,34,3,9,5,1,8,2,96,7,96,9,6,5,4,8,9,2,1,3,3,2,4,1,4,1,1,2,2,1,1,2,12,4,8,1,1.122019561
48885692,3,1,2,21,2,8,10,5,8,5,5,10,96,10,8,96,96,8,96,1,1,4,4,2,3,1,4,1,1,4,4,1,4,1,3,2,6,2,1.476691257
48885743,3,1,2,57,5,96,8,5,10,10,4,10,8,96,96,96,9,2,96,4,3,3,4,4,4,3,4,4,4,4,4,4,4,1,8,7,2,1,0.9364434406
48885933,11,1,2,38,4,8,9,9,8,7,10,9,5,9,7,6,9,6,7,3,1,3,3,3,4,1,4,1,4,3,3,2,1,1,8,7,5,2,0.4773746485
48886218,10,1,1,66,6,10,5,3,10,5,96,8,10,4,9,96,10,10,96,4,3,3,4,4,4,4,4,4,4,3,4,2,4,3,4,2,2,2,0.8388807872
48886465,12,1,1,47,5,96,4,96,1,1,2,4,1,96,96,96,2,96,96,4,1,4,3,4,4,2,4,3,4,4,4,4,4,2,8,7,1,2,1.315126406
48886643,9,1,2,49,5,7,2,5,10,8,5,5,2,7,3,3,10,96,96,4,1,3,4,4,3,3,4,3,4,3,3,3,3,1,4,2,2,1,1.122019561
48886709,6,1,1,17,2,6,10,7,8,6,9,7,5,8,6,7,4,5,8,1,2,3,3,3,2,3,4,4,4,3,4,1,1,1,3,2,4,2,0.9437480601
48886947,7,1,2,67,6,96,8,96,7,96,6,96,96,96,96,96,8,9,96,3,2,4,3,4,4,4,4,3,4,4,2,1,4,3,6,5,5,3,0.7282762528
48887057,12,1,2,63,6,10,96,96,8,96,96,96,96,1,96,96,8,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,1.060668106
48887105,9,1,2,59,5,96,8,10,8,10,8,10,96,10,96,96,96,10,96,4,2,4,3,3,3,3,3,3,4,4,3,1,1,4,8,7,5,3,1.280895677
48887256,3,1,2,50,5,10,10,10,10,10,9,3,9,10,10,96,10,9,10,4,2,2,1,3,3,2,3,3,3,4,3,3,3,1,1,1,4,2,0.9364434406
48887421,10,1,2,33,3,3,5,5,9,6,4,10,8,10,10,10,1,3,96,4,3,3,4,4,4,1,4,4,3,2,4,4,4,2,11,4,2,1,1.866435589
48887487,12,1,1,15,1,8,8,6,8,8,7,5,8,8,2,2,5,6,10,2,1,3,3,3,2,4,3,4,2,4,3,1,1,1,11,4,4,3,1.179415606
48888111,7,1,1,35,4,96,9,96,96,96,96,96,96,9,96,96,96,7,7,3,1,4,3,4,4,4,4,3,4,4,3,1,1,1,8,7,7,3,0.905155042
48888243,12,1,1,20,2,5,10,10,5,10,9,10,5,10,5,9,5,8,10,1,1,2,2,1,1,2,4,1,1,2,1,1,1,1,12,4,5,4,1.329312308
48888272,9,1,1,17,2,7,10,8,9,10,6,9,5,10,7,3,10,5,10,1,2,3,2,3,3,2,3,1,3,3,3,2,2,1,4,2,4,2,1.122019561
48888355,3,1,2,14,1,10,6,5,10,10,10,4,10,10,10,96,10,10,10,1,3,3,1,3,3,3,4,4,3,3,4,1,1,1,11,4,2,2,1.704118374
48888361,12,1,1,14,1,8,10,7,8,9,9,9,6,7,6,10,7,8,10,2,1,3,3,3,3,3,4,1,4,2,4,1,1,1,8,7,2,2,1.61190896
48888445,9,1,2,48,5,3,8,8,5,9,1,96,96,6,96,96,2,10,2,4,3,3,3,4,4,4,4,4,4,4,4,1,4,2,3,2,5,3,1.280895677
48888691,7,1,1,19,2,6,5,5,4,7,8,7,96,10,7,8,7,7,7,1,2,3,2,2,2,2,4,1,1,2,2,1,1,1,7,6,6,3,2.081372174
48888810,11,1,1,50,5,4,96,8,6,10,8,10,96,10,9,8,5,3,96,4,4,4,1,4,4,1,4,1,1,1,4,3,4,1,8,7,5,5,0.477364291
48888986,6,1,2,53,5,10,5,7,4,8,10,1,3,3,9,9,2,2,5,1,3,4,4,4,1,4,4,4,4,1,3,1,4,2,5,1,5,2,1.303387354
48889036,12,1,1,57,5,3,5,96,10,10,4,7,6,8,10,96,10,6,96,3,3,3,3,1,1,3,1,2,3,4,3,4,4,2,8,7,2,3,1.056523821
48889130,12,1,1,35,4,8,7,7,8,9,4,8,7,6,5,96,9,8,6,2,1,3,2,4,4,3,2,3,2,3,3,1,1,2,6,5,7,2,0.9838912748
48889233,9,1,2,14,1,10,10,6,8,7,10,7,96,10,10,96,6,10,9,1,1,3,2,2,1,1,4,2,4,2,4,1,1,1,8,7,2,1,1.122019561
48889508,7,1,2,54,5,96,7,96,7,5,5,6,96,8,96,96,8,10,96,3,3,3,3,3,3,3,4,3,4,4,2,1,3,2,8,7,6,3,1.010098177
48889709,9,1,2,29,3,10,10,10,10,96,96,96,96,96,96,96,10,10,10,2,3,3,2,3,2,4,4,3,4,4,4,1,1,2,4,2,1,3,1.122019561
48889883,11,1,2,22,2,7,3,5,4,5,9,7,2,8,6,9,10,10,10,3,2,3,4,3,1,1,4,2,4,2,4,1,1,2,8,7,2,2,0.430936581
48889941,9,1,2,36,4,96,8,3,96,6,96,10,96,3,96,10,2,96,96,3,2,3,3,3,3,3,4,3,4,2,3,4,4,2,8,7,5,2,1.280895677
48889983,8,1,2,64,6,8,10,9,6,6,8,10,4,10,4,2,10,6,10,4,4,4,4,4,4,4,4,4,4,2,3,4,1,3,8,7,1,1,0.6138206921
48889984,8,1,1,27,3,10,10,1,8,96,2,3,5,1,8,96,5,10,5,3,1,3,3,4,4,4,4,4,3,3,3,2,1,2,3,2,2,2,0.6034087343
48890031,3,1,1,30,3,10,10,3,5,8,10,9,2,10,10,5,7,10,4,1,1,2,2,1,1,1,3,1,1,3,1,1,2,1,6,5,7,5,1.387678843
48890060,6,1,2,44,4,10,8,10,96,10,10,9,10,10,10,96,10,10,96,1,3,1,3,3,4,3,3,3,1,4,1,3,4,4,8,7,5,2,1.265502822
48890061,7,1,1,40,4,7,10,5,7,7,96,5,5,7,7,96,7,10,7,3,2,3,3,2,4,4,4,2,3,3,3,1,1,1,7,6,5,3,1.826568813
48890073,12,1,2,33,3,7,7,6,7,6,7,7,6,7,7,96,3,7,6,3,3,3,3,3,3,3,3,3,3,4,3,1,1,2,11,4,5,3,0.9386159731
48890257,12,1,2,51,5,8,10,6,10,8,8,8,10,8,10,8,10,5,6,4,3,4,4,4,3,4,4,4,4,3,3,4,4,1,8,7,2,2,1.052830271
48890410,12,1,2,32,3,8,10,7,8,10,10,10,10,9,10,96,10,10,10,3,2,2,3,3,3,2,3,3,3,4,3,2,1,2,3,2,5,3,1.084561078
48890790,9,1,1,28,3,9,7,3,8,10,9,10,7,8,7,4,8,6,6,2,2,4,2,1,3,2,4,2,4,3,2,3,2,1,6,5,6,3,1.122019561
48890805,9,1,2,17,2,5,9,7,8,7,9,5,5,6,5,3,4,5,4,2,1,3,3,4,1,2,4,3,1,3,3,2,3,1,4,2,4,2,1.122019561
48890887,11,1,2,40,4,7,96,7,10,10,8,10,7,10,9,10,10,8,6,3,4,3,3,1,2,1,4,1,2,2,1,1,4,2,8,7,5,2,0.4773746485
48891083,9,1,2,12,1,96,96,9,5,2,4,3,96,9,96,5,96,96,10,4,2,3,2,4,4,3,4,4,4,3,4,4,1,1,8,7,2,2,1.280895677
48891246,12,1,2,54,5,10,8,6,7,10,9,10,10,10,8,7,10,10,2,3,3,4,3,2,3,1,4,3,4,4,4,4,4,2,8,7,5,1,1.060668106
48891261,7,1,1,32,3,96,10,96,7,96,96,96,96,7,96,96,96,10,8,3,1,3,4,4,3,4,4,3,4,4,4,1,1,1,8,7,7,3,0.8082412437
48891340,12,1,1,44,4,4,8,7,6,6,3,4,6,6,3,96,6,6,4,3,2,3,1,2,1,2,2,1,3,4,1,2,1,2,12,4,7,3,0.8896395386
48891376,12,1,1,39,4,10,5,4,4,10,7,8,10,10,10,2,10,10,96,2,3,3,3,1,2,3,3,1,1,4,3,1,4,1,12,4,7,3,1.009619394
48891619,6,1,1,39,4,10,5,5,10,5,5,5,7,5,7,96,10,10,7,3,3,3,3,3,4,4,3,4,3,4,4,1,1,2,3,2,2,2,1.265502822
48892122,12,1,1,16,2,96,10,10,96,10,10,96,96,10,10,10,10,96,10,3,2,3,3,4,2,3,4,3,4,2,3,2,1,1,11,4,4,2,0.6952136551
48892394,2,1,2,35,4,7,10,9,7,10,10,10,5,10,4,10,10,8,3,1,1,2,3,2,2,2,2,2,4,3,3,2,3,1,8,7,7,3,1.090049315
48892395,2,1,1,24,2,3,8,5,2,7,8,9,1,9,96,10,5,3,9,3,1,3,3,2,2,2,4,1,4,2,2,3,1,1,8,7,5,3,1.090049315
48892396,2,1,2,60,6,3,4,5,3,9,10,9,6,5,8,2,9,9,96,3,3,3,3,3,1,3,2,2,1,4,2,1,4,1,1,1,7,3,1.090049315
48892397,2,1,1,60,6,7,7,5,10,8,6,5,9,5,5,96,9,9,96,3,1,3,1,1,2,3,2,2,2,4,1,1,4,1,9,3,7,3,1.090049315
48892399,2,1,2,35,4,96,8,5,1,5,8,4,96,10,96,10,3,3,3,3,1,3,4,3,3,2,4,1,4,2,3,3,2,1,11,4,4,3,1.23307513
48892400,2,1,2,34,3,3,10,8,5,8,8,9,5,10,2,10,5,2,6,3,1,2,2,1,2,1,4,1,4,2,2,3,2,1,8,7,5,3,1.090049315
48892401,2,1,2,23,2,96,6,3,1,8,5,8,96,10,2,9,5,96,7,3,1,3,3,3,2,2,4,1,4,2,2,3,1,1,8,7,5,3,1.090049315
48892402,2,1,1,35,4,1,7,6,4,3,7,5,96,4,1,6,5,3,2,3,2,3,3,3,2,2,4,3,4,4,3,2,4,1,6,5,4,1,0.8986737366
48892403,2,1,1,42,4,5,8,6,8,8,7,7,3,5,3,96,5,8,96,1,1,3,1,2,1,2,3,1,2,4,1,1,4,1,8,7,7,3,1.090049315
48892405,11,1,1,34,3,96,96,96,6,8,9,10,96,8,96,7,96,96,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8,7,5,2,0.4808851904
48892465,12,1,2,39,4,10,10,10,5,10,10,10,5,10,8,10,10,9,96,4,1,1,4,4,4,4,1,1,4,3,4,1,4,4,8,7,6,3,1.005323062
48892567,3,1,2,25,3,6,9,5,5,8,7,5,5,10,3,96,6,5,10,3,3,3,3,4,3,4,3,2,4,4,3,2,1,2,1,1,6,2,1.284502867
48892591,6,1,2,61,6,96,96,10,96,96,96,96,96,7,9,96,10,8,96,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,2,1,2,0.9498092761
48892670,12,1,2,38,4,5,6,10,7,6,9,7,5,10,9,10,10,8,6,4,3,3,4,4,3,2,4,3,4,3,4,4,4,2,8,7,2,2,1.052830271
48892747,7,1,2,39,4,5,10,1,1,3,5,2,1,4,1,1,7,10,1,3,1,3,3,3,3,4,4,3,4,4,3,1,4,1,8,7,6,3,1.004464864
48893058,12,1,1,20,2,4,8,8,5,9,8,3,8,10,10,10,5,9,6,2,2,2,1,2,2,1,4,2,2,2,4,2,2,1,1,1,5,3,0.9386159731
48893175,12,1,1,16,2,3,9,7,7,10,6,96,10,10,8,96,5,5,4,4,1,4,3,1,3,4,4,1,2,4,4,1,2,1,3,2,4,1,1.300027446
48893315,7,1,1,62,6,4,4,3,6,3,8,2,7,9,8,5,5,9,96,4,3,4,4,4,3,3,4,3,3,4,4,4,4,2,8,7,4,3,0.761269858
48893806,6,1,1,45,5,10,10,10,10,9,9,10,4,7,8,7,10,10,7,3,3,3,4,4,3,4,4,4,4,3,3,4,4,2,2,1,2,2,1.303387354
48893953,11,1,2,18,2,9,10,10,9,9,10,10,8,10,10,10,7,8,9,3,1,2,3,4,1,1,4,3,4,3,2,1,1,1,8,7,4,1,0.430936581
48895648,8,1,2,50,5,96,96,96,96,96,96,96,6,96,96,96,8,96,96,4,3,4,4,4,4,4,4,4,4,4,3,3,4,2,8,7,5,2,0.6138206921
48900531,2,1,2,62,6,8,8,96,5,6,8,8,6,8,6,96,8,7,96,2,1,3,1,1,3,2,1,1,1,4,1,1,4,2,1,1,7,3,1.170127836
48900532,2,1,2,34,3,3,5,7,2,5,4,5,3,6,2,7,3,1,96,2,2,2,2,2,2,2,3,2,4,4,2,3,4,1,8,7,4,3,0.964693193
48900533,2,1,1,35,4,2,3,3,96,6,7,2,2,8,2,3,2,3,4,3,3,3,3,2,1,3,4,2,4,4,3,3,2,1,8,7,7,3,1.170127836
48900534,2,1,1,33,3,3,7,5,4,7,6,6,2,7,96,6,8,5,96,3,1,3,3,1,3,3,4,2,4,4,2,3,3,1,8,7,7,3,0.964693193
48900535,2,1,1,50,5,5,6,7,5,8,8,8,5,7,2,8,8,6,7,3,1,2,1,1,1,2,4,1,4,2,1,2,2,1,8,7,5,3,1.170127836
48901040,2,1,2,55,5,5,4,4,2,6,3,7,6,3,5,6,6,6,1,3,3,3,2,3,3,3,4,3,3,4,2,3,4,1,8,7,2,3,1.07903229
48915956,2,1,2,52,5,5,4,1,2,10,4,8,9,8,5,3,8,9,9,4,3,3,4,4,3,4,4,4,4,4,2,4,4,2,8,7,2,3,1.07903229
48917075,3,1,1,68,6,96,96,96,8,96,7,10,96,6,2,96,10,10,96,3,3,3,3,4,4,2,4,3,4,4,1,1,4,2,1,1,8,3,0.9511380792
48917077,3,1,2,22,2,8,10,96,8,9,8,8,96,9,5,8,5,9,96,2,1,3,3,3,3,1,4,2,4,3,3,1,4,1,8,7,6,3,2.036860899
48917078,3,1,1,35,4,5,10,5,7,7,7,5,5,7,5,5,7,7,10,3,1,3,3,3,1,3,3,3,3,3,3,3,1,1,8,7,7,2,1.793337351
48917423,2,1,2,34,3,8,10,10,6,6,8,6,3,10,8,2,10,10,1,2,1,1,3,2,2,3,3,2,2,3,1,1,3,2,10,3,5,1,0.964693193
48918774,2,1,2,23,2,5,10,8,9,9,7,10,5,9,9,7,5,5,2,3,1,2,2,2,3,2,4,1,3,2,2,2,1,1,1,1,7,3,0.964693193
48918978,2,1,1,23,2,5,7,3,5,9,10,5,6,8,1,96,5,6,6,2,1,4,2,2,2,2,4,3,2,4,3,3,1,1,1,1,4,1,0.964693193
48919356,12,1,2,22,2,6,9,5,7,9,10,10,6,10,4,10,5,96,10,3,2,3,4,4,4,4,4,1,4,4,4,4,1,2,3,2,4,3,1.084561078
48919370,3,1,2,62,6,2,8,4,8,7,7,9,5,8,6,96,7,9,96,1,3,3,2,2,3,1,3,2,2,4,2,1,4,2,8,7,7,2,0.6382899584
48919479,10,1,1,72,6,8,7,10,6,7,8,9,5,10,10,6,6,5,5,3,3,2,4,3,3,3,4,1,4,4,4,1,4,2,8,7,3,5,1.054218415
48920142,1,1,1,30,3,96,10,3,9,2,1,6,96,9,96,10,8,4,96,3,2,2,3,3,3,4,3,2,3,2,3,3,3,2,8,7,4,2,0.8355814168
48920194,8,1,1,29,3,3,8,8,3,4,8,7,3,10,2,9,5,4,4,3,4,3,3,4,2,4,4,3,4,3,3,4,1,2,11,4,2,2,0.7559654116
48920195,8,1,1,36,4,96,10,10,96,5,96,10,96,10,96,10,96,96,8,4,1,2,4,2,4,4,4,4,4,2,3,3,1,1,8,7,5,2,0.687332241
48920234,3,1,1,65,6,5,10,10,10,10,8,10,8,8,8,96,2,10,8,3,4,4,4,4,4,4,4,4,4,4,1,3,4,2,8,7,5,3,0.6601951916
48920330,9,1,2,41,4,6,10,6,10,10,8,8,8,10,5,5,8,10,96,1,1,3,3,3,2,3,3,3,4,3,1,1,4,1,3,2,6,3,1.169659814
48920535,9,1,1,56,5,3,96,8,5,6,6,6,5,8,6,96,6,6,96,2,3,3,2,2,4,1,1,1,3,3,3,1,4,2,8,7,2,2,1.280895677
48920746,10,1,1,48,5,10,7,9,10,9,4,10,5,9,9,10,10,10,4,3,3,3,4,3,2,3,4,1,3,2,3,2,4,4,8,7,5,2,1.054218415
48920989,11,1,1,39,4,10,8,6,8,9,9,96,96,1,2,96,3,9,96,3,3,3,4,1,1,3,4,2,2,4,2,1,4,4,1,1,6,1,0.4773746485
48920990,11,1,1,60,6,5,1,9,2,8,4,3,96,96,10,96,8,96,5,1,1,4,4,4,4,1,4,1,4,4,4,4,1,2,1,1,5,4,0.5404742029
48920991,11,1,1,12,1,10,10,7,7,7,7,7,10,7,7,96,7,10,10,1,1,4,3,4,3,4,4,1,2,4,4,2,1,1,1,1,2,5,0.4919074785
48920992,11,1,2,13,1,2,6,96,96,8,8,9,96,5,96,96,96,7,10,1,2,3,2,4,4,2,4,4,4,4,4,4,1,1,2,1,2,2,0.4919074785
48920993,11,1,2,34,3,8,10,9,6,8,9,8,6,10,9,96,7,10,96,2,1,3,4,4,4,1,4,3,4,4,4,1,4,2,8,7,5,2,0.4808851904
48920994,11,1,1,22,2,7,10,10,9,9,7,5,7,8,4,2,7,7,10,4,1,3,4,4,4,3,4,1,4,3,3,3,1,2,8,7,5,2,0.430936581
48920995,11,1,1,26,3,96,10,9,96,96,3,10,96,10,96,10,96,96,96,4,3,3,4,4,4,1,4,1,4,1,4,4,3,1,11,4,3,1,0.4808851904
48920996,11,1,2,18,2,7,10,9,7,10,10,10,10,10,8,10,6,9,10,3,1,2,2,3,1,1,1,1,2,1,1,1,1,2,8,7,5,2,0.430936581
48920997,11,1,2,64,6,96,96,10,96,96,10,10,96,96,96,96,10,96,96,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,8,7,2,2,0.5404742029
48921129,8,1,2,63,6,96,8,10,8,1,96,8,96,10,96,10,1,10,8,3,2,2,4,4,4,2,4,2,4,2,4,2,1,3,8,7,4,2,0.6486851843
48921341,9,1,2,29,3,10,7,6,10,10,10,8,6,10,8,96,10,7,96,1,1,3,2,1,1,2,4,1,2,4,2,1,3,2,3,2,6,3,1.169659814
48921360,12,1,2,54,5,8,8,5,8,5,5,8,2,10,96,96,7,10,7,3,2,3,3,4,4,3,4,3,4,4,3,1,1,2,8,7,5,1,1.084561078
48921495,9,1,2,71,6,96,96,96,96,96,96,96,96,96,96,96,8,96,96,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,8,7,4,3,1.169659814
